,doi,bioActivity,collectionSpecie,collectionSite,collectionType,molType,molecularMass,monoisotropicMass,cLogP,tpsa,numberOfLipinskiViolations,numberOfH_bondAcceptors,numberOfH_bondDonors,numberOfRotableBonds,molecularVolume,smile
483,10.1248/cpb.56.723,Inhibition of Myeloperoxodase,Pterogyne nitens (Fabaceae),Sao Paulo/SP,Plant Isolated,http://nubbe.db/Flavonoid,"624,5441284","624,1690063","-0,7250000238","258,4330139",3,16,9,7,"513,5960083",OC(C=CC(C(OC3=C2C(O)=C(O[C@H](O[C@@H]([C@H]([C@@H]5O)O)CO[C@H]4[C@@H]([C@@H]([C@@H](O)[C@H](C)O4)O)O)[C@@H]5O)C(OC)=C3)=CC2=O)=C1)=C1O
484,10.1248/cpb.56.723,Antioxidant,Pterogyne nitens (Fabaceae),Sao Paulo/SP,Plant Isolated,http://nubbe.db/Flavone,"300,2629089","300,063385","2,510999918","100,1289978",0,6,3,2,"249,5939941",OC1=CC=C(C(OC3=C2C(O)=C(O)C(OC)=C3)=CC2=O)C=C1
485,10.1248/cpb.56.723,Antioxidant,Pterogyne nitens (Fabaceae),Sao Paulo/SP,Plant Isolated,http://nubbe.db/ChemicalCompound,"300,2629089","300,063385","2,510999918","100,1289978",0,6,3,2,"249,5939941",OC1=CC=C(C(OC3=C2C(O)=C(O)C(OC)=C3)=CC2=O)C=C1
486,10.1248/cpb.56.723,Antioxidant,Pterogyne nitens (Fabaceae),Sao Paulo/SP,Plant Isolated,http://nubbe.db/Flavonoid,"300,2629089","300,063385","2,510999918","100,1289978",0,6,3,2,"249,5939941",OC1=CC=C(C(OC3=C2C(O)=C(O)C(OC)=C3)=CC2=O)C=C1
487,10.1248/cpb.56.723,Antioxidant,Pterogyne nitens (Fabaceae),Sao Paulo/SP,Plant Isolated,http://nubbe.db/ChemicalSubstance,"300,2629089","300,063385","2,510999918","100,1289978",0,6,3,2,"249,5939941",OC1=CC=C(C(OC3=C2C(O)=C(O)C(OC)=C3)=CC2=O)C=C1
488,10.1248/cpb.56.723,Inhibition of Glycosidase,Pterogyne nitens (Fabaceae),Sao Paulo/SP,Plant Isolated,http://nubbe.db/Flavone,"300,2629089","300,063385","2,510999918","100,1289978",0,6,3,2,"249,5939941",OC1=CC=C(C(OC3=C2C(O)=C(O)C(OC)=C3)=CC2=O)C=C1
489,10.1248/cpb.56.723,Inhibition of Glycosidase,Pterogyne nitens (Fabaceae),Sao Paulo/SP,Plant Isolated,http://nubbe.db/ChemicalCompound,"300,2629089","300,063385","2,510999918","100,1289978",0,6,3,2,"249,5939941",OC1=CC=C(C(OC3=C2C(O)=C(O)C(OC)=C3)=CC2=O)C=C1
490,10.1248/cpb.56.723,Inhibition of Glycosidase,Pterogyne nitens (Fabaceae),Sao Paulo/SP,Plant Isolated,http://nubbe.db/Flavonoid,"300,2629089","300,063385","2,510999918","100,1289978",0,6,3,2,"249,5939941",OC1=CC=C(C(OC3=C2C(O)=C(O)C(OC)=C3)=CC2=O)C=C1
491,10.1248/cpb.56.723,Inhibition of Glycosidase,Pterogyne nitens (Fabaceae),Sao Paulo/SP,Plant Isolated,http://nubbe.db/ChemicalSubstance,"300,2629089","300,063385","2,510999918","100,1289978",0,6,3,2,"249,5939941",OC1=CC=C(C(OC3=C2C(O)=C(O)C(OC)=C3)=CC2=O)C=C1
492,10.1248/cpb.56.723,Inhibition of Myeloperoxodase,Pterogyne nitens (Fabaceae),Sao Paulo/SP,Plant Isolated,http://nubbe.db/Flavone,"300,2629089","300,063385","2,510999918","100,1289978",0,6,3,2,"249,5939941",OC1=CC=C(C(OC3=C2C(O)=C(O)C(OC)=C3)=CC2=O)C=C1
493,10.1248/cpb.56.723,Inhibition of Myeloperoxodase,Pterogyne nitens (Fabaceae),Sao Paulo/SP,Plant Isolated,http://nubbe.db/ChemicalCompound,"300,2629089","300,063385","2,510999918","100,1289978",0,6,3,2,"249,5939941",OC1=CC=C(C(OC3=C2C(O)=C(O)C(OC)=C3)=CC2=O)C=C1
494,10.1248/cpb.56.723,Inhibition of Myeloperoxodase,Pterogyne nitens (Fabaceae),Sao Paulo/SP,Plant Isolated,http://nubbe.db/Flavonoid,"300,2629089","300,063385","2,510999918","100,1289978",0,6,3,2,"249,5939941",OC1=CC=C(C(OC3=C2C(O)=C(O)C(OC)=C3)=CC2=O)C=C1
495,10.1248/cpb.56.723,Inhibition of Myeloperoxodase,Pterogyne nitens (Fabaceae),Sao Paulo/SP,Plant Isolated,http://nubbe.db/ChemicalSubstance,"300,2629089","300,063385","2,510999918","100,1289978",0,6,3,2,"249,5939941",OC1=CC=C(C(OC3=C2C(O)=C(O)C(OC)=C3)=CC2=O)C=C1
496,10.1248/cpb.56.723,Antioxidant,Pterogyne nitens (Fabaceae),Sao Paulo/SP,Plant Isolated,http://nubbe.db/Flavone,"462,4035034","462,1162109","0,4629999995","179,2810059",2,11,6,5,"381,7160034",OC1=CC=C(C(OC3=C2C(O)=C(O[C@H](O[C@@H]([C@H]([C@@H]4O)O)CO)[C@@H]4O)C(OC)=C3)=CC2=O)C=C1
497,10.1248/cpb.56.723,Antioxidant,Pterogyne nitens (Fabaceae),Sao Paulo/SP,Plant Isolated,http://nubbe.db/ChemicalCompound,"462,4035034","462,1162109","0,4629999995","179,2810059",2,11,6,5,"381,7160034",OC1=CC=C(C(OC3=C2C(O)=C(O[C@H](O[C@@H]([C@H]([C@@H]4O)O)CO)[C@@H]4O)C(OC)=C3)=CC2=O)C=C1
498,10.1248/cpb.56.723,Antioxidant,Pterogyne nitens (Fabaceae),Sao Paulo/SP,Plant Isolated,http://nubbe.db/ChemicalSubstance,"462,4035034","462,1162109","0,4629999995","179,2810059",2,11,6,5,"381,7160034",OC1=CC=C(C(OC3=C2C(O)=C(O[C@H](O[C@@H]([C@H]([C@@H]4O)O)CO)[C@@H]4O)C(OC)=C3)=CC2=O)C=C1
499,10.1248/cpb.56.723,Antioxidant,Pterogyne nitens (Fabaceae),Sao Paulo/SP,Plant Isolated,http://nubbe.db/Flavonoid,"462,4035034","462,1162109","0,4629999995","179,2810059",2,11,6,5,"381,7160034",OC1=CC=C(C(OC3=C2C(O)=C(O[C@H](O[C@@H]([C@H]([C@@H]4O)O)CO)[C@@H]4O)C(OC)=C3)=CC2=O)C=C1
500,10.1248/cpb.56.723,Inhibition of Glycosidase,Pterogyne nitens (Fabaceae),Sao Paulo/SP,Plant Isolated,http://nubbe.db/Flavone,"462,4035034","462,1162109","0,4629999995","179,2810059",2,11,6,5,"381,7160034",OC1=CC=C(C(OC3=C2C(O)=C(O[C@H](O[C@@H]([C@H]([C@@H]4O)O)CO)[C@@H]4O)C(OC)=C3)=CC2=O)C=C1
501,10.1248/cpb.56.723,Inhibition of Glycosidase,Pterogyne nitens (Fabaceae),Sao Paulo/SP,Plant Isolated,http://nubbe.db/ChemicalCompound,"462,4035034","462,1162109","0,4629999995","179,2810059",2,11,6,5,"381,7160034",OC1=CC=C(C(OC3=C2C(O)=C(O[C@H](O[C@@H]([C@H]([C@@H]4O)O)CO)[C@@H]4O)C(OC)=C3)=CC2=O)C=C1
502,10.1248/cpb.56.723,Inhibition of Glycosidase,Pterogyne nitens (Fabaceae),Sao Paulo/SP,Plant Isolated,http://nubbe.db/ChemicalSubstance,"462,4035034","462,1162109","0,4629999995","179,2810059",2,11,6,5,"381,7160034",OC1=CC=C(C(OC3=C2C(O)=C(O[C@H](O[C@@H]([C@H]([C@@H]4O)O)CO)[C@@H]4O)C(OC)=C3)=CC2=O)C=C1
503,10.1248/cpb.56.723,Inhibition of Glycosidase,Pterogyne nitens (Fabaceae),Sao Paulo/SP,Plant Isolated,http://nubbe.db/Flavonoid,"462,4035034","462,1162109","0,4629999995","179,2810059",2,11,6,5,"381,7160034",OC1=CC=C(C(OC3=C2C(O)=C(O[C@H](O[C@@H]([C@H]([C@@H]4O)O)CO)[C@@H]4O)C(OC)=C3)=CC2=O)C=C1
504,10.1248/cpb.56.723,Inhibition of Myeloperoxodase,Pterogyne nitens (Fabaceae),Sao Paulo/SP,Plant Isolated,http://nubbe.db/Flavone,"462,4035034","462,1162109","0,4629999995","179,2810059",2,11,6,5,"381,7160034",OC1=CC=C(C(OC3=C2C(O)=C(O[C@H](O[C@@H]([C@H]([C@@H]4O)O)CO)[C@@H]4O)C(OC)=C3)=CC2=O)C=C1
505,10.1248/cpb.56.723,Inhibition of Myeloperoxodase,Pterogyne nitens (Fabaceae),Sao Paulo/SP,Plant Isolated,http://nubbe.db/ChemicalCompound,"462,4035034","462,1162109","0,4629999995","179,2810059",2,11,6,5,"381,7160034",OC1=CC=C(C(OC3=C2C(O)=C(O[C@H](O[C@@H]([C@H]([C@@H]4O)O)CO)[C@@H]4O)C(OC)=C3)=CC2=O)C=C1
506,10.1248/cpb.56.723,Inhibition of Myeloperoxodase,Pterogyne nitens (Fabaceae),Sao Paulo/SP,Plant Isolated,http://nubbe.db/ChemicalSubstance,"462,4035034","462,1162109","0,4629999995","179,2810059",2,11,6,5,"381,7160034",OC1=CC=C(C(OC3=C2C(O)=C(O[C@H](O[C@@H]([C@H]([C@@H]4O)O)CO)[C@@H]4O)C(OC)=C3)=CC2=O)C=C1
507,10.1248/cpb.56.723,Inhibition of Myeloperoxodase,Pterogyne nitens (Fabaceae),Sao Paulo/SP,Plant Isolated,http://nubbe.db/Flavonoid,"462,4035034","462,1162109","0,4629999995","179,2810059",2,11,6,5,"381,7160034",OC1=CC=C(C(OC3=C2C(O)=C(O[C@H](O[C@@H]([C@H]([C@@H]4O)O)CO)[C@@H]4O)C(OC)=C3)=CC2=O)C=C1
508,10.1248/cpb.56.723,Antioxidant,Pterogyne nitens (Fabaceae),Sao Paulo/SP,Plant Isolated,http://nubbe.db/Flavone,"316,2622986","316,0582886","2,020999908","120,3570023",0,7,4,2,"257,6119995",OC(C=C3)=C(O)C=C3C(O2)=CC(C1=C2C=C(OC)C(O)=C1O)=O
509,10.1248/cpb.56.723,Antioxidant,Pterogyne nitens (Fabaceae),Sao Paulo/SP,Plant Isolated,http://nubbe.db/ChemicalCompound,"316,2622986","316,0582886","2,020999908","120,3570023",0,7,4,2,"257,6119995",OC(C=C3)=C(O)C=C3C(O2)=CC(C1=C2C=C(OC)C(O)=C1O)=O
510,10.1248/cpb.56.723,Antioxidant,Pterogyne nitens (Fabaceae),Sao Paulo/SP,Plant Isolated,http://nubbe.db/ChemicalSubstance,"316,2622986","316,0582886","2,020999908","120,3570023",0,7,4,2,"257,6119995",OC(C=C3)=C(O)C=C3C(O2)=CC(C1=C2C=C(OC)C(O)=C1O)=O
511,10.1248/cpb.56.723,Antioxidant,Pterogyne nitens (Fabaceae),Sao Paulo/SP,Plant Isolated,http://nubbe.db/Flavonoid,"316,2622986","316,0582886","2,020999908","120,3570023",0,7,4,2,"257,6119995",OC(C=C3)=C(O)C=C3C(O2)=CC(C1=C2C=C(OC)C(O)=C1O)=O
512,10.1248/cpb.56.723,Inhibition of Glycosidase,Pterogyne nitens (Fabaceae),Sao Paulo/SP,Plant Isolated,http://nubbe.db/Flavone,"316,2622986","316,0582886","2,020999908","120,3570023",0,7,4,2,"257,6119995",OC(C=C3)=C(O)C=C3C(O2)=CC(C1=C2C=C(OC)C(O)=C1O)=O
513,10.1248/cpb.56.723,Inhibition of Glycosidase,Pterogyne nitens (Fabaceae),Sao Paulo/SP,Plant Isolated,http://nubbe.db/ChemicalCompound,"316,2622986","316,0582886","2,020999908","120,3570023",0,7,4,2,"257,6119995",OC(C=C3)=C(O)C=C3C(O2)=CC(C1=C2C=C(OC)C(O)=C1O)=O
514,10.1248/cpb.56.723,Inhibition of Glycosidase,Pterogyne nitens (Fabaceae),Sao Paulo/SP,Plant Isolated,http://nubbe.db/ChemicalSubstance,"316,2622986","316,0582886","2,020999908","120,3570023",0,7,4,2,"257,6119995",OC(C=C3)=C(O)C=C3C(O2)=CC(C1=C2C=C(OC)C(O)=C1O)=O
515,10.1248/cpb.56.723,Inhibition of Glycosidase,Pterogyne nitens (Fabaceae),Sao Paulo/SP,Plant Isolated,http://nubbe.db/Flavonoid,"316,2622986","316,0582886","2,020999908","120,3570023",0,7,4,2,"257,6119995",OC(C=C3)=C(O)C=C3C(O2)=CC(C1=C2C=C(OC)C(O)=C1O)=O
516,10.1248/cpb.56.723,Inhibition of Myeloperoxodase,Pterogyne nitens (Fabaceae),Sao Paulo/SP,Plant Isolated,http://nubbe.db/Flavone,"316,2622986","316,0582886","2,020999908","120,3570023",0,7,4,2,"257,6119995",OC(C=C3)=C(O)C=C3C(O2)=CC(C1=C2C=C(OC)C(O)=C1O)=O
517,10.1248/cpb.56.723,Inhibition of Myeloperoxodase,Pterogyne nitens (Fabaceae),Sao Paulo/SP,Plant Isolated,http://nubbe.db/ChemicalCompound,"316,2622986","316,0582886","2,020999908","120,3570023",0,7,4,2,"257,6119995",OC(C=C3)=C(O)C=C3C(O2)=CC(C1=C2C=C(OC)C(O)=C1O)=O
518,10.1248/cpb.56.723,Inhibition of Myeloperoxodase,Pterogyne nitens (Fabaceae),Sao Paulo/SP,Plant Isolated,http://nubbe.db/ChemicalSubstance,"316,2622986","316,0582886","2,020999908","120,3570023",0,7,4,2,"257,6119995",OC(C=C3)=C(O)C=C3C(O2)=CC(C1=C2C=C(OC)C(O)=C1O)=O
519,10.1248/cpb.56.723,Inhibition of Myeloperoxodase,Pterogyne nitens (Fabaceae),Sao Paulo/SP,Plant Isolated,http://nubbe.db/Flavonoid,"316,2622986","316,0582886","2,020999908","120,3570023",0,7,4,2,"257,6119995",OC(C=C3)=C(O)C=C3C(O2)=CC(C1=C2C=C(OC)C(O)=C1O)=O
520,10.1248/cpb.56.723,Antioxidant,Pterogyne nitens (Fabaceae),Sao Paulo/SP,Plant Isolated,http://nubbe.db/Flavone,"478,4028931","478,1111145","-0,02600000054","199,5090027",2,12,7,5,"389,7340088",OC(C=CC(C(OC3=C2C(O)=C(O[C@H]4[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O4)C(OC)=C3)=CC2=O)=C1)=C1O
521,10.1248/cpb.56.723,Antioxidant,Pterogyne nitens (Fabaceae),Sao Paulo/SP,Plant Isolated,http://nubbe.db/ChemicalCompound,"478,4028931","478,1111145","-0,02600000054","199,5090027",2,12,7,5,"389,7340088",OC(C=CC(C(OC3=C2C(O)=C(O[C@H]4[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O4)C(OC)=C3)=CC2=O)=C1)=C1O
522,10.1248/cpb.56.723,Antioxidant,Pterogyne nitens (Fabaceae),Sao Paulo/SP,Plant Isolated,http://nubbe.db/ChemicalSubstance,"478,4028931","478,1111145","-0,02600000054","199,5090027",2,12,7,5,"389,7340088",OC(C=CC(C(OC3=C2C(O)=C(O[C@H]4[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O4)C(OC)=C3)=CC2=O)=C1)=C1O
523,10.1248/cpb.56.723,Antioxidant,Pterogyne nitens (Fabaceae),Sao Paulo/SP,Plant Isolated,http://nubbe.db/Flavonoid,"478,4028931","478,1111145","-0,02600000054","199,5090027",2,12,7,5,"389,7340088",OC(C=CC(C(OC3=C2C(O)=C(O[C@H]4[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O4)C(OC)=C3)=CC2=O)=C1)=C1O
524,10.1248/cpb.56.723,Inhibition of Myeloperoxodase,Pterogyne nitens (Fabaceae),Sao Paulo/SP,Plant Isolated,http://nubbe.db/Flavone,"478,4028931","478,1111145","-0,02600000054","199,5090027",2,12,7,5,"389,7340088",OC(C=CC(C(OC3=C2C(O)=C(O[C@H]4[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O4)C(OC)=C3)=CC2=O)=C1)=C1O
525,10.1248/cpb.56.723,Inhibition of Myeloperoxodase,Pterogyne nitens (Fabaceae),Sao Paulo/SP,Plant Isolated,http://nubbe.db/ChemicalCompound,"478,4028931","478,1111145","-0,02600000054","199,5090027",2,12,7,5,"389,7340088",OC(C=CC(C(OC3=C2C(O)=C(O[C@H]4[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O4)C(OC)=C3)=CC2=O)=C1)=C1O
526,10.1248/cpb.56.723,Inhibition of Myeloperoxodase,Pterogyne nitens (Fabaceae),Sao Paulo/SP,Plant Isolated,http://nubbe.db/ChemicalSubstance,"478,4028931","478,1111145","-0,02600000054","199,5090027",2,12,7,5,"389,7340088",OC(C=CC(C(OC3=C2C(O)=C(O[C@H]4[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O4)C(OC)=C3)=CC2=O)=C1)=C1O
527,10.1248/cpb.56.723,Inhibition of Myeloperoxodase,Pterogyne nitens (Fabaceae),Sao Paulo/SP,Plant Isolated,http://nubbe.db/Flavonoid,"478,4028931","478,1111145","-0,02600000054","199,5090027",2,12,7,5,"389,7340088",OC(C=CC(C(OC3=C2C(O)=C(O[C@H]4[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O4)C(OC)=C3)=CC2=O)=C1)=C1O
528,10.1590/S0100-40422008000400023,Antifungal,Swartzia langsdorfii (Fabaceae),Iguape/SP,Plant Isolated,http://nubbe.db/Triterpenoid,"795,0081177","794,4816284","3,927999973","204,8370056",3,13,7,8,"752,9099731",CC(CC[C@](CC[C@@]([C@](CC[C@@]3([H])C(C)([C@H](CC[C@]([C@]([H])4CC=C5[C@@]([H])6C7)3C)O[C@H](O[C@@H]([C@H]2O)COC)[C@@H]([C@H]2O)O)C)4C)5C)6[C@](O[C@H](O[C@@H]([C@H]([C@@H]1O)O)CO)[C@@H]1O)=O)7C
529,10.1590/S0100-40422008000400023,Antifungal,Swartzia langsdorfii (Fabaceae),Iguape/SP,Plant Isolated,http://nubbe.db/ChemicalCompound,"795,0081177","794,4816284","3,927999973","204,8370056",3,13,7,8,"752,9099731",CC(CC[C@](CC[C@@]([C@](CC[C@@]3([H])C(C)([C@H](CC[C@]([C@]([H])4CC=C5[C@@]([H])6C7)3C)O[C@H](O[C@@H]([C@H]2O)COC)[C@@H]([C@H]2O)O)C)4C)5C)6[C@](O[C@H](O[C@@H]([C@H]([C@@H]1O)O)CO)[C@@H]1O)=O)7C
530,10.1590/S0100-40422008000400023,Antifungal,Swartzia langsdorfii (Fabaceae),Iguape/SP,Plant Isolated,http://nubbe.db/Terpene,"795,0081177","794,4816284","3,927999973","204,8370056",3,13,7,8,"752,9099731",CC(CC[C@](CC[C@@]([C@](CC[C@@]3([H])C(C)([C@H](CC[C@]([C@]([H])4CC=C5[C@@]([H])6C7)3C)O[C@H](O[C@@H]([C@H]2O)COC)[C@@H]([C@H]2O)O)C)4C)5C)6[C@](O[C@H](O[C@@H]([C@H]([C@@H]1O)O)CO)[C@@H]1O)=O)7C
531,10.1590/S0100-40422008000400023,Antifungal,Swartzia langsdorfii (Fabaceae),Iguape/SP,Plant Isolated,http://nubbe.db/ChemicalSubstance,"795,0081177","794,4816284","3,927999973","204,8370056",3,13,7,8,"752,9099731",CC(CC[C@](CC[C@@]([C@](CC[C@@]3([H])C(C)([C@H](CC[C@]([C@]([H])4CC=C5[C@@]([H])6C7)3C)O[C@H](O[C@@H]([C@H]2O)COC)[C@@H]([C@H]2O)O)C)4C)5C)6[C@](O[C@H](O[C@@H]([C@H]([C@@H]1O)O)CO)[C@@H]1O)=O)7C
532,10.1590/S0100-40422008000400023,Antifungal,Swartzia langsdorfii (Fabaceae),Iguape/SP,Plant Isolated,http://nubbe.db/Triterpenoid,"780,9815063","780,4660034","3,312000036","215,8309937",3,13,8,7,"735,382019",CC(CC[C@](CC[C@@]([C@](CC[C@@]3([H])C(C)([C@H](CC[C@]([C@]([H])4CC=C5[C@@]([H])6C7)3C)O[C@@H](O[C@@H]([C@H]2O)CO)[C@@H]([C@H]2O)O[C@H](O[C@@H]([C@H]([C@@H]1O)O)CO)[C@@H]1O)C)4C)5C)6[C@@](O)=O)7C
533,10.1590/S0100-40422008000400023,Antifungal,Swartzia langsdorfii (Fabaceae),Iguape/SP,Plant Isolated,http://nubbe.db/ChemicalCompound,"780,9815063","780,4660034","3,312000036","215,8309937",3,13,8,7,"735,382019",CC(CC[C@](CC[C@@]([C@](CC[C@@]3([H])C(C)([C@H](CC[C@]([C@]([H])4CC=C5[C@@]([H])6C7)3C)O[C@@H](O[C@@H]([C@H]2O)CO)[C@@H]([C@H]2O)O[C@H](O[C@@H]([C@H]([C@@H]1O)O)CO)[C@@H]1O)C)4C)5C)6[C@@](O)=O)7C
534,10.1590/S0100-40422008000400023,Antifungal,Swartzia langsdorfii (Fabaceae),Iguape/SP,Plant Isolated,http://nubbe.db/ChemicalSubstance,"780,9815063","780,4660034","3,312000036","215,8309937",3,13,8,7,"735,382019",CC(CC[C@](CC[C@@]([C@](CC[C@@]3([H])C(C)([C@H](CC[C@]([C@]([H])4CC=C5[C@@]([H])6C7)3C)O[C@@H](O[C@@H]([C@H]2O)CO)[C@@H]([C@H]2O)O[C@H](O[C@@H]([C@H]([C@@H]1O)O)CO)[C@@H]1O)C)4C)5C)6[C@@](O)=O)7C
535,10.1590/S0100-40422008000400023,Antifungal,Swartzia langsdorfii (Fabaceae),Iguape/SP,Plant Isolated,http://nubbe.db/Terpene,"780,9815063","780,4660034","3,312000036","215,8309937",3,13,8,7,"735,382019",CC(CC[C@](CC[C@@]([C@](CC[C@@]3([H])C(C)([C@H](CC[C@]([C@]([H])4CC=C5[C@@]([H])6C7)3C)O[C@@H](O[C@@H]([C@H]2O)CO)[C@@H]([C@H]2O)O[C@H](O[C@@H]([C@H]([C@@H]1O)O)CO)[C@@H]1O)C)4C)5C)6[C@@](O)=O)7C
536,10.1021/np800106x,,,,,,,,,,,,,,,
537,10.1021/np800106x,Antibacterial,Stemodia foliosa (Scrophulariaceae),Recife/PE,Plant Isolated,http://nubbe.db/Diterpenoid,"348,5194092","348,266449","5,823999882","35,53900146",1,3,0,3,"361,4679871",C[C@@]1(C)CCC[C@@]2(C)[C@]([H])1[C@@H](OC(C)=O)C[C@]3(C)C2CC[C@](C)(C=C)O3
538,10.1021/np800106x,Antibacterial,Stemodia foliosa (Scrophulariaceae),Recife/PE,Plant Isolated,http://nubbe.db/ChemicalCompound,"348,5194092","348,266449","5,823999882","35,53900146",1,3,0,3,"361,4679871",C[C@@]1(C)CCC[C@@]2(C)[C@]([H])1[C@@H](OC(C)=O)C[C@]3(C)C2CC[C@](C)(C=C)O3
539,10.1021/np800106x,Antibacterial,Stemodia foliosa (Scrophulariaceae),Recife/PE,Plant Isolated,http://nubbe.db/Terpene,"348,5194092","348,266449","5,823999882","35,53900146",1,3,0,3,"361,4679871",C[C@@]1(C)CCC[C@@]2(C)[C@]([H])1[C@@H](OC(C)=O)C[C@]3(C)C2CC[C@](C)(C=C)O3
540,10.1021/np800106x,Antibacterial,Stemodia foliosa (Scrophulariaceae),Recife/PE,Plant Isolated,http://nubbe.db/ChemicalSubstance,"348,5194092","348,266449","5,823999882","35,53900146",1,3,0,3,"361,4679871",C[C@@]1(C)CCC[C@@]2(C)[C@]([H])1[C@@H](OC(C)=O)C[C@]3(C)C2CC[C@](C)(C=C)O3
541,10.1021/np800106x,Antibacterial,Stemodia foliosa (Scrophulariaceae),Recife/PE,Plant Isolated,http://nubbe.db/Diterpenoid,"392,5289001","392,2562866","4,822000027","72,83799744",0,5,1,5,"388,7099915",C[C@@]1(C)CCC[C@@]2(C)[C@]([H])1[C@@H](OC(CC(O)=O)=O)C[C@]3(C)C2CC[C@](C)(C=C)O3
542,10.1021/np800106x,Antibacterial,Stemodia foliosa (Scrophulariaceae),Recife/PE,Plant Isolated,http://nubbe.db/ChemicalCompound,"392,5289001","392,2562866","4,822000027","72,83799744",0,5,1,5,"388,7099915",C[C@@]1(C)CCC[C@@]2(C)[C@]([H])1[C@@H](OC(CC(O)=O)=O)C[C@]3(C)C2CC[C@](C)(C=C)O3
543,10.1021/np800106x,Antibacterial,Stemodia foliosa (Scrophulariaceae),Recife/PE,Plant Isolated,http://nubbe.db/ChemicalSubstance,"392,5289001","392,2562866","4,822000027","72,83799744",0,5,1,5,"388,7099915",C[C@@]1(C)CCC[C@@]2(C)[C@]([H])1[C@@H](OC(CC(O)=O)=O)C[C@]3(C)C2CC[C@](C)(C=C)O3
544,10.1021/np800106x,Antibacterial,Stemodia foliosa (Scrophulariaceae),Recife/PE,Plant Isolated,http://nubbe.db/Terpene,"392,5289001","392,2562866","4,822000027","72,83799744",0,5,1,5,"388,7099915",C[C@@]1(C)CCC[C@@]2(C)[C@]([H])1[C@@H](OC(CC(O)=O)=O)C[C@]3(C)C2CC[C@](C)(C=C)O3
545,10.1021/np800106x,Antibacterial,Stemodia foliosa (Scrophulariaceae),Recife/PE,Plant Isolated,http://nubbe.db/Diterpenoid,"448,6353149","448,3188782","6,56799984","61,84400177",1,5,0,9,"456,6430054",C[C@@]1(C)CCC[C@@]2(C)[C@]([H])1[C@@H](OC(CC(OCCCC)=O)=O)C[C@]3(C)C2CC[C@](C)(C=C)O3
546,10.1021/np800106x,Antibacterial,Stemodia foliosa (Scrophulariaceae),Recife/PE,Plant Isolated,http://nubbe.db/ChemicalCompound,"448,6353149","448,3188782","6,56799984","61,84400177",1,5,0,9,"456,6430054",C[C@@]1(C)CCC[C@@]2(C)[C@]([H])1[C@@H](OC(CC(OCCCC)=O)=O)C[C@]3(C)C2CC[C@](C)(C=C)O3
547,10.1021/np800106x,Antibacterial,Stemodia foliosa (Scrophulariaceae),Recife/PE,Plant Isolated,http://nubbe.db/ChemicalSubstance,"448,6353149","448,3188782","6,56799984","61,84400177",1,5,0,9,"456,6430054",C[C@@]1(C)CCC[C@@]2(C)[C@]([H])1[C@@H](OC(CC(OCCCC)=O)=O)C[C@]3(C)C2CC[C@](C)(C=C)O3
548,10.1021/np800106x,Antibacterial,Stemodia foliosa (Scrophulariaceae),Recife/PE,Plant Isolated,http://nubbe.db/Terpene,"448,6353149","448,3188782","6,56799984","61,84400177",1,5,0,9,"456,6430054",C[C@@]1(C)CCC[C@@]2(C)[C@]([H])1[C@@H](OC(CC(OCCCC)=O)=O)C[C@]3(C)C2CC[C@](C)(C=C)O3
549,10.1016/S0031-9422(97)00238-0,,,,,,,,,,,,,,,
550,10.1016/S0031-9422(97)00238-0,Antioxidant,Tocoyena formosa (Rubiaceae),Mogi Guacu/SP,Plant Isolated,http://nubbe.db/Phenylpropanoid,"194,1840057","194,0579071","1,248999953","66,76100159",0,4,2,3,"172,0249939",OC(/C=C/C1=CC(OC)=C(C=C1)O)=O
551,10.1016/S0031-9422(97)00238-0,Antioxidant,Tocoyena formosa (Rubiaceae),Mogi Guacu/SP,Plant Isolated,http://nubbe.db/ChemicalCompound,"194,1840057","194,0579071","1,248999953","66,76100159",0,4,2,3,"172,0249939",OC(/C=C/C1=CC(OC)=C(C=C1)O)=O
552,10.1016/S0031-9422(97)00238-0,Antioxidant,Tocoyena formosa (Rubiaceae),Mogi Guacu/SP,Plant Isolated,http://nubbe.db/ChemicalSubstance,"194,1840057","194,0579071","1,248999953","66,76100159",0,4,2,3,"172,0249939",OC(/C=C/C1=CC(OC)=C(C=C1)O)=O
553,10.1016/S0031-9422(97)00238-0,Antifungal,Tocoyena formosa (Rubiaceae),Mogi Guacu/SP,Plant Isolated,http://nubbe.db/Iridoid,"242,225296","242,0790405","0,1000000015","85,22899628",0,6,2,2,"203,5039978",[H][C@]1(C=C[C@]32O)[C@]2([H])[C@H](OC3)O[C@H](O)[C@]([H])1[C@@](OC)=O
